LangID,ItemID,ItemTitle,CompleteURL
1,20,Why do you not consider the Apocrypha as part of the Scripture?,https://elibrary.tjc.org/content/cm/en/article/1235-pub.html
1,21,What happened after Jesus died?,https://elibrary.tjc.org/content/cm/en/article/1236-pub.html
1,22,"Why does it matter how a person is baptized? And if I've already been baptized in another church, must I be baptized again?",https://elibrary.tjc.org/content/cm/en/article/1237-pub.html
1,23,"Why does God allow bad things to happen to good people, and the wicked to   prosper?",https://elibrary.tjc.org/content/cm/en/article/1238-pub.html
1,24,How can we be sure that the seventh day today is the original seventh day God set aside in the beginning? What if we've lost track of time?,https://elibrary.tjc.org/content/cm/en/article/1239-pub.html
1,25,Nobody's perfect. Why is God so judgmental?,https://elibrary.tjc.org/content/cm/en/article/1240-pub.html
1,26,How do we know that the universe didn't always exist?,https://elibrary.tjc.org/content/cm/en/article/1241-pub.html
1,27,"Since there is no scientific evidence for heaven, how do we know it's real, and not just wishful thinking and human invention?",https://elibrary.tjc.org/content/cm/en/article/1242-pub.html
1,28,Didn't the disciples in Troas worship and have Holy Communion with Paul on the first day of the week (Acts 20:7)?,https://elibrary.tjc.org/content/cm/en/article/1243-pub.html
1,29,Is the Lord's Prayer the only prayer we should use in the church?,https://elibrary.tjc.org/content/cm/en/article/1244-pub.html
1,30,What is the difference between salvation and a Savior?,https://elibrary.tjc.org/content/cm/en/article/1245-pub.html
1,31,What is prayer?,https://elibrary.tjc.org/content/cm/en/article/1246-pub.html
1,32,Isn't there biblical basis for baptism for the dead (1 Cor 15:29)?,https://elibrary.tjc.org/content/cm/en/article/1247-pub.html
1,33,Is it necessary to receive the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1248-pub.html
1,34,Was Jesus born on December 25?,https://elibrary.tjc.org/content/cm/en/article/1249-pub.html
1,35,"When did Jesus start to preach? How did Jesus"" service to the people begin?",https://elibrary.tjc.org/content/cm/en/article/1250-pub.html
1,36,How can God be so narrow-minded as to save only one church and reject all those others who love Him deeply?,https://elibrary.tjc.org/content/cm/en/article/1251-pub.html
1,37,"If footwashing is so essential and relates directly to a person's salvation, why is the institution only found in the Gospel according to John and not anywhere else in the Bible?",https://elibrary.tjc.org/content/cm/en/article/1252-pub.html
1,38,Why do people pray?,https://elibrary.tjc.org/content/cm/en/article/1253-pub.html
1,39,How do I know the Bible has not been changed over the years?,https://elibrary.tjc.org/content/cm/en/article/1254-pub.html
1,40,"Besides faith, what else does the Bible say we need to receive a complete salvation?",https://elibrary.tjc.org/content/cm/en/article/1255-pub.html
1,41,What are sacraments?,https://elibrary.tjc.org/content/cm/en/article/1256-pub.html
1,42,Which time zone should be the standard if we wish to be so precise about the day of the week to observe the Sabbath?,https://elibrary.tjc.org/content/cm/en/article/1257-pub.html
1,43,What is God's place in the universe?,https://elibrary.tjc.org/content/cm/en/article/1258-pub.html
1,45,Who needs to be baptized?,https://elibrary.tjc.org/content/cm/en/article/1260-pub.html
1,47,"After I am ""saved"" into the church, why do I still need to go to church?",https://elibrary.tjc.org/content/cm/en/article/1262-pub.html
1,48,Can everybody receive the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1263-pub.html
1,49,"How can we pray with the utmost sincerity, earnestness, and effectiveness?",https://elibrary.tjc.org/content/cm/en/article/1264-pub.html
1,50,Why should I suffer for something Adam did?,https://elibrary.tjc.org/content/cm/en/article/1265-pub.html
1,51,Is the purpose of prayer to get what we want?,https://elibrary.tjc.org/content/cm/en/article/1266-pub.html
1,52,Why can't I choose the day of the week on which I would like to observe the Sabbath (Rom 14:4-6; Gal 4:10-11)?,https://elibrary.tjc.org/content/cm/en/article/1267-pub.html
1,53,"John 3:16 reads, ""For God so loved the world that He gave His only begotten Son, that whoever believes in Him should not perish but have everlasting life."" If a person receives eternal life when he believes, does he need to be baptized?",https://elibrary.tjc.org/content/cm/en/article/1268-pub.html
1,54,"What was Jesus"" experience after baptism?",https://elibrary.tjc.org/content/cm/en/article/1269-pub.html
1,55,"The apostle Paul stresses that Abraham was justified before circumcision, not after (Romans 4:10-12). Circumcision was only a sign of the righteousness he had already received by faith. Aren't sacraments likewise only signs, with no effect?",https://elibrary.tjc.org/content/cm/en/article/1270-pub.html
1,56,"What is the difference between God, Jesus, and the Holy Spirit?",https://elibrary.tjc.org/content/cm/en/article/1271-pub.html
1,57,"The Lord Jesus instructed his disciples, ""If I then, your Lord and Teacher, have washed your feet, you also ought to wash one another's feet"" (Jn 13:14). But why is it that during the sacrament of footwashing in your church, only the ministers wash the fe",https://elibrary.tjc.org/content/cm/en/article/1272-pub.html
1,58,Do baptized believers who have not received the Holy Spirit belong to Christ?,https://elibrary.tjc.org/content/cm/en/article/1273-pub.html
1,59,Isn't the Bible outdated?,https://elibrary.tjc.org/content/cm/en/article/1274-pub.html
1,60,When will the world come to an end?,https://elibrary.tjc.org/content/cm/en/article/1275-pub.html
1,61,Abbreviations of the Books of the Bible,https://elibrary.tjc.org/content/cm/en/article/1276-pub.html
1,62,How does God feel towards humankind?,https://elibrary.tjc.org/content/cm/en/article/1277-pub.html
1,63,What did Jesus preach?,https://elibrary.tjc.org/content/cm/en/article/1278-pub.html
1,64,"Romans 10:9 says that ""if you confess with your mouth the Lord Jesus and believe in your heart that God has raised Him from the dead, you will be saved."" Baptism, footwashing, and Holy Communion are not mentioned; why are they necessary for salvation?",https://elibrary.tjc.org/content/cm/en/article/1279-pub.html
1,65,"How did Jesus"" death impact Satan's work?",https://elibrary.tjc.org/content/cm/en/article/1280-pub.html
1,66,"What does Jesus"" resurrection accomplish?",https://elibrary.tjc.org/content/cm/en/article/1281-pub.html
1,67,"You say salvation is by grace, but aren't there any conditions to us receiving grace?",https://elibrary.tjc.org/content/cm/en/article/1282-pub.html
1,68,Was Jesus baptized?,https://elibrary.tjc.org/content/cm/en/article/1283-pub.html
1,69,Has the Holy Spirit remained with the church since Pentecost?,https://elibrary.tjc.org/content/cm/en/article/1284-pub.html
1,70,Do we know the exact day of Christ's birth?,https://elibrary.tjc.org/content/cm/en/article/1285-pub.html
1,71,"I believe in God, and have confessed my sins, but do I NEED to be baptized to be saved? Can't I just become a member of the church?",https://elibrary.tjc.org/content/cm/en/article/1286-pub.html
1,72,How great is God's power?,https://elibrary.tjc.org/content/cm/en/article/1287-pub.html
1,73,Heaven is too spiritual and boring. How can you be happy there if you do nothing but worship all day?,https://elibrary.tjc.org/content/cm/en/article/1288-pub.html
1,74,Isn't the Old Testament Sabbath Day only a picture of the rest that a person enters when he places his faith in Christ and ceases from his own works (see Heb 4:9-11)?,https://elibrary.tjc.org/content/cm/en/article/1289-pub.html
1,75,What is your view on the Trinity?,https://elibrary.tjc.org/content/cm/en/article/1290-pub.html
1,76,"What kind of peoples"" prayers do God reject?",https://elibrary.tjc.org/content/cm/en/article/1291-pub.html
1,77,How is God's saving grace revealed and given to us?,https://elibrary.tjc.org/content/cm/en/article/1292-pub.html
1,78,How many disciples did Jesus choose? What were their names?,https://elibrary.tjc.org/content/cm/en/article/1293-pub.html
1,79,What else did Jesus do beside preach and teach?,https://elibrary.tjc.org/content/cm/en/article/1294-pub.html
1,80,Why was there a Holy Spirit drought? What verses in the Bible tell us more?,https://elibrary.tjc.org/content/cm/en/article/1295-pub.html
1,81,"Since Jesus was sinless as the Son of God, why was he willing to sacrifice himself on the cross?",https://elibrary.tjc.org/content/cm/en/article/1296-pub.html
1,82,Why do so many people worship on Sunday?,https://elibrary.tjc.org/content/cm/en/article/1297-pub.html
1,83,"Haven't believers preached the coming of Christ and the end of the world for 2,000 years? Why hasn't it happened yet?",https://elibrary.tjc.org/content/cm/en/article/1298-pub.html
1,84,What is the Apocrypha?,https://elibrary.tjc.org/content/cm/en/article/1299-pub.html
1,85,Why is speaking in tongues evidence of receiving the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1300-pub.html
1,86,"If Christ removed the law by nailing it to the cross (Col 2:14), then why do believers still need to keep that Sabbath?",https://elibrary.tjc.org/content/cm/en/article/1301-pub.html
1,87,"Isn't trying to do the right thing good enough? Won't God accept me if I try to be a good, sincere person?",https://elibrary.tjc.org/content/cm/en/article/1302-pub.html
1,88,What are the meanings of the biblical symbols used to describe the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1303-pub.html
1,89,Why was Jesus born of a virgin?,https://elibrary.tjc.org/content/cm/en/article/1304-pub.html
1,90,"What kind of peoples"" prayers do God accept?",https://elibrary.tjc.org/content/cm/en/article/1305-pub.html
1,91,Does a true God exist?,https://elibrary.tjc.org/content/cm/en/article/1306-pub.html
1,92,"With all the other ways we can remember the Lord's death today, is the Holy Communion really that important, and even necessary for salvation?",https://elibrary.tjc.org/content/cm/en/article/1307-pub.html
1,93,"How can God, who is love, send anyone to hell to suffer eternally? If He loves every human being, why can't He allow everyone to go to heaven, without any condition?",https://elibrary.tjc.org/content/cm/en/article/1308-pub.html
1,94,Can we receive the grace of forgiveness and eternal life by saying that Jesus is my Lord?,https://elibrary.tjc.org/content/cm/en/article/1309-pub.html
1,95,"If God is so powerful and loving, why doesn't He get rid of Satan now?",https://elibrary.tjc.org/content/cm/en/article/1310-pub.html
1,96,"What was Jesus"" attitude towards the Pharisees and Sadducees?",https://elibrary.tjc.org/content/cm/en/article/1311-pub.html
1,97,How do we receive the Holy Spirit of the latter or spring rain?,https://elibrary.tjc.org/content/cm/en/article/1312-pub.html
1,98,"Besides praying in Jesus"" name, what else should we do in prayer?",https://elibrary.tjc.org/content/cm/en/article/1313-pub.html
1,99,Why are some prayers not answered immediately?,https://elibrary.tjc.org/content/cm/en/article/1314-pub.html
1,101,Isn't footwashing just a Middle Eastern custom?,https://elibrary.tjc.org/content/cm/en/article/1316-pub.html
1,102,Isn't sprinkling a valid form of baptism?,https://elibrary.tjc.org/content/cm/en/article/1317-pub.html
1,103,What was the Roman empire like?,https://elibrary.tjc.org/content/cm/en/article/1318-pub.html
1,104,What is God's character?,https://elibrary.tjc.org/content/cm/en/article/1319-pub.html
1,105,Why does God want to save the world anyway?,https://elibrary.tjc.org/content/cm/en/article/1320-pub.html
1,106,Can you give me biblical proof for the need to be baptized?,https://elibrary.tjc.org/content/cm/en/article/1321-pub.html
1,107,"Can infants or children receive baptism if they do not understand the truth, do not have faith, and cannot repent?",https://elibrary.tjc.org/content/cm/en/article/1322-pub.html
1,108,How long has God existed?,https://elibrary.tjc.org/content/cm/en/article/1323-pub.html
1,109,What work does the Holy Spirit accept from Jesus?,https://elibrary.tjc.org/content/cm/en/article/1324-pub.html
1,110,"Did Jesus"" appearance and birth mean God's salvation to humankind?",https://elibrary.tjc.org/content/cm/en/article/1325-pub.html
1,111,What about other religions?,https://elibrary.tjc.org/content/cm/en/article/1326-pub.html
1,112,How great is God's wisdom and knowledge?,https://elibrary.tjc.org/content/cm/en/article/1327-pub.html
1,113,How was Jesus born?,https://elibrary.tjc.org/content/cm/en/article/1328-pub.html
1,114,Who established the church?,https://elibrary.tjc.org/content/cm/en/article/1329-pub.html
1,115,Will Jesus come again?,https://elibrary.tjc.org/content/cm/en/article/1330-pub.html
1,116,"Why is your church called the ""True"" Jesus Church? Are you telling me that all other churches are false?",https://elibrary.tjc.org/content/cm/en/article/1331-pub.html
1,117,Why do it after baptism?,https://elibrary.tjc.org/content/cm/en/article/1332-pub.html
1,118,"Why can't I just believe in God"" why do I have to belong to a church?",https://elibrary.tjc.org/content/cm/en/article/1333-pub.html
1,119,Where did Jesus go after His resurrection?,https://elibrary.tjc.org/content/cm/en/article/1334-pub.html
1,120,"What different parties were there in Jewish society at Jesus"" time?",https://elibrary.tjc.org/content/cm/en/article/1335-pub.html
1,121,"If God is all-knowing, why did He create man when He knew he would sin?",https://elibrary.tjc.org/content/cm/en/article/1336-pub.html
1,122,What time and place is good for prayer?,https://elibrary.tjc.org/content/cm/en/article/1337-pub.html
1,123,Which day of the week did the apostles keep?,https://elibrary.tjc.org/content/cm/en/article/1338-pub.html
1,124,"If Jesus is God, why did He pray to His Father?",https://elibrary.tjc.org/content/cm/en/article/1339-pub.html
1,125,Isn't the Bible full of inaccuracies?,https://elibrary.tjc.org/content/cm/en/article/1340-pub.html
1,126,How do we know hell is real and not just something that people made up to make kids behave?,https://elibrary.tjc.org/content/cm/en/article/1341-pub.html
1,127,What is the biblical support for baptizing people with their heads bowed?,https://elibrary.tjc.org/content/cm/en/article/1342-pub.html
1,128,Isn't footwashing merely a Jewish custom? How is it related to a person's salvation?,https://elibrary.tjc.org/content/cm/en/article/1343-pub.html
1,129,When does a believer receive the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1344-pub.html
1,130,Is anyone really so evil that he or she deserves the eternal punishment of hell? Can God not forgive those who don't believe in Him?,https://elibrary.tjc.org/content/cm/en/article/1345-pub.html
1,131,"If God loves the world and wants to save us, why did God have to come as Jesus?",https://elibrary.tjc.org/content/cm/en/article/1346-pub.html
1,132,How many gods are there?,https://elibrary.tjc.org/content/cm/en/article/1347-pub.html
1,133,What attitude should we take toward the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1348-pub.html
1,134,"Transubstantiation teaches that after giving thanks, the bread and grape wine transform materially into the physical body and blood of the Lord Jesus. Consubstantiation teaches that the physical body and blood coexist with the bread and the grape wine. Wh",https://elibrary.tjc.org/content/cm/en/article/1349-pub.html
1,135,"If we pray with faith, will God always hear our prayer?",https://elibrary.tjc.org/content/cm/en/article/1350-pub.html
1,136,Why is the Lord's Prayer so important?,https://elibrary.tjc.org/content/cm/en/article/1351-pub.html
1,137,Heaven is such a remote idea. Why talk about something so far from reality when there are enough things in this life to worry about?,https://elibrary.tjc.org/content/cm/en/article/1352-pub.html
1,138,What happened after Jesus was baptized?,https://elibrary.tjc.org/content/cm/en/article/1353-pub.html
1,139,"What was Jesus"" body like after his resurrection?",https://elibrary.tjc.org/content/cm/en/article/1354-pub.html
1,140,Keeping the Sabbath is a commandment God gave exclusively to the Israelites as a token of His covenant with them.,https://elibrary.tjc.org/content/cm/en/article/1355-pub.html
1,141,Why must baptism be performed with head bowed and face downward?,https://elibrary.tjc.org/content/cm/en/article/1356-pub.html
1,142,Can we experience the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1357-pub.html
1,143,Wasn't Jesus just a prophet or teacher?,https://elibrary.tjc.org/content/cm/en/article/1358-pub.html
1,144,"How does Jesus"" resurrection relate to his followers?",https://elibrary.tjc.org/content/cm/en/article/1359-pub.html
1,145,Can we completely know God through evidence of God's existence?,https://elibrary.tjc.org/content/cm/en/article/1360-pub.html
1,146,Who is Jesus?,https://elibrary.tjc.org/content/cm/en/article/1361-pub.html
1,147,What is God?,https://elibrary.tjc.org/content/cm/en/article/1362-pub.html
1,148,What about infants and children?,https://elibrary.tjc.org/content/cm/en/article/1363-pub.html
1,149,"What good would Jesus"" charity do for people?",https://elibrary.tjc.org/content/cm/en/article/1364-pub.html
1,150,Why would a good God allow suffering?,https://elibrary.tjc.org/content/cm/en/article/1365-pub.html
1,151,Does becoming a member of church mean you can't associate with others?,https://elibrary.tjc.org/content/cm/en/article/1366-pub.html
1,152,Did God prepare for humankind's salvation?,https://elibrary.tjc.org/content/cm/en/article/1367-pub.html
1,153,How do we offend the Holy Spirit? What are the consequences?,https://elibrary.tjc.org/content/cm/en/article/1368-pub.html
1,154,"Does the phrase ""being born of the Spirit"" refer to receiving the Holy Spirit?",https://elibrary.tjc.org/content/cm/en/article/1369-pub.html
1,155,Is sprinkling a form of baptism? God promised in Ezekiel 36:25 that He would sprinkle on His people to make them clean. 1 Peter 1:2 states that believers have been sprinkled by the blood of Jesus Christ. The author of Hebrews also confirms that our hearts,https://elibrary.tjc.org/content/cm/en/article/1370-pub.html
1,156,Why did Jesus have to die for us?,https://elibrary.tjc.org/content/cm/en/article/1371-pub.html
1,157,How did Jesus deal with people?,https://elibrary.tjc.org/content/cm/en/article/1372-pub.html
1,158,Can we choose another day to celebrate Christ's birth?,https://elibrary.tjc.org/content/cm/en/article/1373-pub.html
1,159,What is the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1374-pub.html
1,160,The Bible states that our sins are washed away by the blood of Christ (Revelation 1:5). How can the water during baptism actually remove a person's sins?,https://elibrary.tjc.org/content/cm/en/article/1375-pub.html
1,161,Is there more than one God?,https://elibrary.tjc.org/content/cm/en/article/1376-pub.html
1,162,Claiming that your church is the only true church is a sign of arrogance and boasting. Such an attitude is against the Christian spirit of humility. Who are we to judge? (Rom 14:10),https://elibrary.tjc.org/content/cm/en/article/1377-pub.html
1,163,"How was Jesus"" socio-political environment like?",https://elibrary.tjc.org/content/cm/en/article/1378-pub.html
1,164,What blessings does the Holy Spirit give to the disciples?,https://elibrary.tjc.org/content/cm/en/article/1379-pub.html
1,165,Who should wash the feet?,https://elibrary.tjc.org/content/cm/en/article/1380-pub.html
1,166,Is it right to speak in tongues during church service?,https://elibrary.tjc.org/content/cm/en/article/1381-pub.html
1,167,Where does salvation come from?,https://elibrary.tjc.org/content/cm/en/article/1382-pub.html
1,168,Who should Christians pray for?,https://elibrary.tjc.org/content/cm/en/article/1383-pub.html
1,169,"What's significant about the effects of Jesus"" resurrection?",https://elibrary.tjc.org/content/cm/en/article/1384-pub.html
1,170,Isn't Christ the end of the law? Why should Christians today still observe the law by keeping the Sabbath?,https://elibrary.tjc.org/content/cm/en/article/1385-pub.html
1,171,How often should footwashing be performed?,https://elibrary.tjc.org/content/cm/en/article/1386-pub.html
1,172,What's the difference between the Trinity and Oneness?,https://elibrary.tjc.org/content/cm/en/article/1387-pub.html
1,173,What does Jesus Christ's name mean?,https://elibrary.tjc.org/content/cm/en/article/1388-pub.html
1,174,"If Jesus is God, why was He human?",https://elibrary.tjc.org/content/cm/en/article/1389-pub.html
1,175,"What is the relationship between ""receiving the Holy Spirit"" and ""believing in Jesus'?",https://elibrary.tjc.org/content/cm/en/article/1390-pub.html
1,176,Do believers need to pray for the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1391-pub.html
1,177,"Who were Jesus"" parents?",https://elibrary.tjc.org/content/cm/en/article/1392-pub.html
1,178,Where does God live?,https://elibrary.tjc.org/content/cm/en/article/1393-pub.html
1,179,How should I be baptized?,https://elibrary.tjc.org/content/cm/en/article/1394-pub.html
1,180,Did Jesus die for Jews (God's chosen people) or all people?,https://elibrary.tjc.org/content/cm/en/article/1395-pub.html
1,181,What important messages are found in the gospel?,https://elibrary.tjc.org/content/cm/en/article/1396-pub.html
1,182,Is there a common prayer in the Bible for all believers?,https://elibrary.tjc.org/content/cm/en/article/1397-pub.html
1,183,How can we know God exists?,https://elibrary.tjc.org/content/cm/en/article/1398-pub.html
1,184,How does salvation benefit me?,https://elibrary.tjc.org/content/cm/en/article/1399-pub.html
1,185,How did death come into this world?,https://elibrary.tjc.org/content/cm/en/article/1400-pub.html
1,186,How did Jesus die?,https://elibrary.tjc.org/content/cm/en/article/1401-pub.html
1,187,What is the role of the members?,https://elibrary.tjc.org/content/cm/en/article/1402-pub.html
1,188,Where was Jesus born and where did he grow up?,https://elibrary.tjc.org/content/cm/en/article/1403-pub.html
1,189,"Does this mean that you should wait a while after baptism (till after your feet have become ""dirtied') to receive footwashing?",https://elibrary.tjc.org/content/cm/en/article/1404-pub.html
1,190,Who is the head of the church?,https://elibrary.tjc.org/content/cm/en/article/1405-pub.html
1,191,In whose name should we pray?,https://elibrary.tjc.org/content/cm/en/article/1406-pub.html
1,192,What are the two dimensions of salvation?,https://elibrary.tjc.org/content/cm/en/article/1407-pub.html
1,193,Should spiritual tongues be intelligible?,https://elibrary.tjc.org/content/cm/en/article/1408-pub.html
1,194,"Didn't Jesus clearly instruct His disciples to baptize ""in the name of the Father and of the Son and of the Holy Spirit"" in Matthew 28:19?",https://elibrary.tjc.org/content/cm/en/article/1409-pub.html
1,195,How can footwashing be a lesson of servitude and humility?,https://elibrary.tjc.org/content/cm/en/article/1410-pub.html
1,196,"I was baptized in the name of the Father, Son and Holy Spirit. Why must I be baptized in the name of Jesus Christ?",https://elibrary.tjc.org/content/cm/en/article/1411-pub.html
1,197,"Aren't all Christian churches and denominations members of the body of Christ? Each church has its unique gift (i.e. emphasis on certain teachings). Joined together, don't they make up the body of Christ described in Ephesians 4:16?",https://elibrary.tjc.org/content/cm/en/article/1412-pub.html
1,198,What is the nature and character of the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1413-pub.html
1,199,What types of sin are there?,https://elibrary.tjc.org/content/cm/en/article/1414-pub.html
1,200,"Why doesn't the Bible record the disciples washing others"" feet?",https://elibrary.tjc.org/content/cm/en/article/1415-pub.html
1,201,Isn't keeping the Sabbath a Jewish tradition?,https://elibrary.tjc.org/content/cm/en/article/1416-pub.html
1,202,Isn't baptism just a public declaration of your faith in Jesus and membership in a church?,https://elibrary.tjc.org/content/cm/en/article/1417-pub.html
1,203,Why does God allow people to sin?,https://elibrary.tjc.org/content/cm/en/article/1418-pub.html
1,204,"Salvation is by grace through faith, not by works (Ephesians 2:8,9). Aren't sacraments of works, not of faith?",https://elibrary.tjc.org/content/cm/en/article/1419-pub.html
1,205,What does the Holy Spirit do for Jesus?,https://elibrary.tjc.org/content/cm/en/article/1420-pub.html
1,206,What caused God?,https://elibrary.tjc.org/content/cm/en/article/1421-pub.html
1,207,Aren't we saved the moment we believe and confess Christ (Romans 10:9-10; Ephesians 1:13)? Sacraments are only symbolic of the salvation we have already received. They do not have any saving effect.,https://elibrary.tjc.org/content/cm/en/article/1422-pub.html
1,208,"Why must you perform baptism in living water, and not in a pool or baptistery?",https://elibrary.tjc.org/content/cm/en/article/1423-pub.html
1,209,Some churches believe in the baptism of the dead. Is this correct?,https://elibrary.tjc.org/content/cm/en/article/1424-pub.html
1,210,"What was it like in Jesus"" time?",https://elibrary.tjc.org/content/cm/en/article/1425-pub.html
1,211,Who decided which books to include in the Bible? On what basis was this   decision made?,https://elibrary.tjc.org/content/cm/en/article/1426-pub.html
1,212,"There are countless Christians in various denomination all over the world who truly love the Lord and are very fervent. If a person has to be a member of the only true church to be saved, then will these Christians not be saved?",https://elibrary.tjc.org/content/cm/en/article/1427-pub.html
1,213,Isn't belief in Jesus enough?,https://elibrary.tjc.org/content/cm/en/article/1428-pub.html
1,214,Are there biblical examples of prayer?,https://elibrary.tjc.org/content/cm/en/article/1429-pub.html
1,215,What year was Jesus born?,https://elibrary.tjc.org/content/cm/en/article/1430-pub.html
1,216,How long did Jesus preach in the world? How did he die?,https://elibrary.tjc.org/content/cm/en/article/1431-pub.html
1,217,How far does God's authority extend?,https://elibrary.tjc.org/content/cm/en/article/1432-pub.html
1,218,Why do we have to repent before we can receive salvation?,https://elibrary.tjc.org/content/cm/en/article/1433-pub.html
1,219,How many names are there for the Holy Spirit?,https://elibrary.tjc.org/content/cm/en/article/1434-pub.html
1,220,Doesn't everyone just interpret the Bible differently?,https://elibrary.tjc.org/content/cm/en/article/1435-pub.html
1,221,"From Timidity to Power, Love, and Self-Discipline",https://elibrary.tjc.org/content/cm/en/article/1438-pub.html
1,222,The Love of a Neighbor,https://elibrary.tjc.org/content/cm/en/article/1439-pub.html
1,223,Be Content Always,https://elibrary.tjc.org/content/cm/en/article/1440-pub.html
1,224,The Rule to the Exception,https://elibrary.tjc.org/content/cm/en/article/1441-pub.html
1,225,Hide God's Word in Your Heart,https://elibrary.tjc.org/content/cm/en/article/1442-pub.html
1,226,A Potter and His Vessels,https://elibrary.tjc.org/content/cm/en/article/1443-pub.html
1,227,Turn It Off!,https://elibrary.tjc.org/content/cm/en/article/1444-pub.html
1,228,My Eye Sees Thee,https://elibrary.tjc.org/content/cm/en/article/1445-pub.html
1,229,Whose Side Are You On?,https://elibrary.tjc.org/content/cm/en/article/1446-pub.html
1,230,Generosity Encouraged,https://elibrary.tjc.org/content/cm/en/article/1447-pub.html
1,231,Serve the Lord with Gladness,https://elibrary.tjc.org/content/cm/en/article/1448-pub.html
1,232,Wait Patiently for the Lord,https://elibrary.tjc.org/content/cm/en/article/1449-pub.html
1,233,A Faith with No Partiality,https://elibrary.tjc.org/content/cm/en/article/1450-pub.html
1,234,Aborting Sin,https://elibrary.tjc.org/content/cm/en/article/1451-pub.html
1,235,The Hook of Sin,https://elibrary.tjc.org/content/cm/en/article/1452-pub.html
1,236,Love One Another,https://elibrary.tjc.org/content/cm/en/article/1453-pub.html
1,237,The Creator and the Creation,https://elibrary.tjc.org/content/cm/en/article/1454-pub.html
1,238,Why Complain?,https://elibrary.tjc.org/content/cm/en/article/1455-pub.html
1,239,I Will Give Thanks to the Lord with My Whole Heart,https://elibrary.tjc.org/content/cm/en/article/1456-pub.html
1,240,Love One Another,https://elibrary.tjc.org/content/cm/en/article/1457-pub.html
1,241,Knowing God's Will,https://elibrary.tjc.org/content/cm/en/article/1458-pub.html
1,242,Imagine a Life Without Jesus,https://elibrary.tjc.org/content/cm/en/article/1459-pub.html
1,243,Worship: The First Priority for Christians,https://elibrary.tjc.org/content/cm/en/article/1460-pub.html
1,244,Falling Short of God's Glory,https://elibrary.tjc.org/content/cm/en/article/1461-pub.html
1,245,For Christ's Sake,https://elibrary.tjc.org/content/cm/en/article/1462-pub.html
1,246,The Crises Experienced in Prosperity: Intemperance,https://elibrary.tjc.org/content/cm/en/article/1463-pub.html
1,247,"The More Entrusted, the More Required",https://elibrary.tjc.org/content/cm/en/article/1464-pub.html
1,248,Learning to Wait,https://elibrary.tjc.org/content/cm/en/article/1465-pub.html
1,249,Transformation,https://elibrary.tjc.org/content/cm/en/article/1466-pub.html
1,250,What Makes a Winner?,https://elibrary.tjc.org/content/cm/en/article/1467-pub.html
1,251,God's Word Is a Lamp,https://elibrary.tjc.org/content/cm/en/article/1468-pub.html
